gene,target_ensg,condition,n_downstream_Rest,n_downstream_Stim8hr,n_downstream_Stim48hr,n_total_de_Rest,n_total_de_Stim8hr,n_total_de_Stim48hr,n_sig_markers_Rest,n_sig_markers_Stim8hr,n_sig_markers_Stim48hr,stim_max_downstream,class,context_specificity_score,present_conditions,prog_zscore_at_op,top_sig_marker_at_op,therapeutic_direction
TP53RK,ENSG00000172315,Stim8hr,0,77,0,0,78,0,0,1,0,77,activation-induced,0.9872,Stim8hr,-3.753,IL10-,inhibit; activation-specific
XIAP,ENSG00000101966,Stim48hr,0,64,74,0,65,75,0,2,1,74,activation-induced,0.9867,"Stim8hr,Stim48hr",-3.602,IL13-,inhibit; activation-specific
CCDC59,ENSG00000133773,Stim8hr,0,73,0,0,74,0,0,2,0,73,activation-induced,0.9865,Stim8hr,3.124,STAT3+,inhibit; activation-specific
RAP2A,ENSG00000125249,Stim8hr,0,72,6,0,73,7,0,4,0,72,activation-induced,0.9863,"Stim8hr,Stim48hr",-3.597,IL22-,inhibit; activation-specific
SOD2,ENSG00000291237,Stim8hr,0,72,6,0,73,7,0,1,0,72,activation-induced,0.9863,"Stim8hr,Stim48hr",-3.663,IL5-,inhibit; activation-specific
CENPE,ENSG00000138778,Stim8hr,0,71,70,0,72,71,0,3,1,71,activation-induced,0.9861,"Stim8hr,Stim48hr",-0.062,MKI67-,inhibit; activation-specific
NDUFAF5,ENSG00000101247,Stim8hr,0,71,0,0,72,0,0,2,0,71,activation-induced,0.9861,Stim8hr,0.19,IL2+,inhibit; activation-specific
ZNF507,ENSG00000168813,Stim48hr,0,36,71,0,37,72,0,0,1,71,activation-induced,0.9861,"Stim8hr,Stim48hr",-3.598,ICOS-,inhibit; activation-specific
KPNA4,ENSG00000186432,Stim8hr,0,70,0,0,71,0,0,4,0,70,activation-induced,0.9859,Stim8hr,-3.516,STAT1+,inhibit; activation-specific
IFNGR2,ENSG00000159128,Stim8hr,0,69,1,0,70,2,0,4,0,69,activation-induced,0.9857,"Stim8hr,Stim48hr",3.495,IL12RB2-,inhibit; activation-specific
PFDN6,ENSG00000204220,Stim8hr,0,69,0,0,70,0,0,7,0,69,activation-induced,0.9857,Stim8hr,-3.309,LAG3-,inhibit; activation-specific
TTYH3,ENSG00000136295,Stim8hr,0,66,0,0,67,0,0,1,0,66,activation-induced,0.9851,Stim8hr,-3.664,IL3-,inhibit; activation-specific
ZC3H14,ENSG00000100722,Stim48hr,0,25,66,0,26,67,0,0,0,66,activation-induced,0.9851,"Stim8hr,Stim48hr",,,inhibit; activation-specific
CDYL,ENSG00000153046,Stim48hr,0,37,64,0,38,65,0,0,0,64,activation-induced,0.9846,"Stim8hr,Stim48hr",,,inhibit; activation-specific
PMPCB,ENSG00000105819,Stim8hr,0,64,0,0,65,0,0,0,0,64,activation-induced,0.9846,Stim8hr,,,inhibit; activation-specific
ALAS1,ENSG00000023330,Stim8hr,0,60,0,0,61,0,0,2,0,60,activation-induced,0.9836,Stim8hr,-3.589,IL2RA-,inhibit; activation-specific
PRDM15,ENSG00000141956,Stim8hr,0,60,40,0,61,41,0,0,0,60,activation-induced,0.9836,"Stim8hr,Stim48hr",,,inhibit; activation-specific
SPAG7,ENSG00000091640,Stim8hr,0,60,0,0,61,0,0,2,0,60,activation-induced,0.9836,Stim8hr,3.843,IL3+,inhibit; activation-specific
CTNNB1,ENSG00000168036,Stim48hr,0,23,59,0,24,60,0,0,1,59,activation-induced,0.9833,"Stim8hr,Stim48hr",-4.405,IL3-,inhibit; activation-specific
DEF6,ENSG00000023892,Stim8hr,0,59,0,1,60,0,0,2,0,59,activation-induced,0.9833,"Rest,Stim8hr",-3.617,STAT1+,inhibit; activation-specific
EMB,ENSG00000170571,Stim8hr,0,59,45,0,60,46,0,1,1,59,activation-induced,0.9833,"Stim8hr,Stim48hr",-4.08,IL5-,inhibit; activation-specific
TRADD,ENSG00000102871,Stim8hr,0,59,0,0,60,0,0,2,0,59,activation-induced,0.9833,Stim8hr,-3.567,IL22-,inhibit; activation-specific
PDCD2,ENSG00000071994,Stim8hr,0,58,0,0,59,0,0,0,0,58,activation-induced,0.9831,Stim8hr,,,inhibit; activation-specific
DPM2,ENSG00000136908,Stim8hr,0,57,0,1,58,0,0,0,0,57,activation-induced,0.9828,"Rest,Stim8hr",,,inhibit; activation-specific
NFATC2,ENSG00000101096,Stim8hr,1,171,0,2,172,0,0,2,0,171,activation-induced,0.9827,"Rest,Stim8hr",-0.729,TNFRSF9-,inhibit; activation-specific
NIPSNAP3A,ENSG00000136783,Stim8hr,0,56,0,0,57,0,0,1,0,56,activation-induced,0.9825,Stim8hr,-3.971,MKI67-,inhibit; activation-specific
GARS1,ENSG00000106105,Stim48hr,0,47,55,0,48,56,0,0,1,55,activation-induced,0.9821,"Stim8hr,Stim48hr",-3.608,ICOS-,inhibit; activation-specific
PAPOLA,ENSG00000090060,Stim8hr,0,55,37,0,56,38,0,0,0,55,activation-induced,0.9821,"Stim8hr,Stim48hr",,,inhibit; activation-specific
SEPTIN7,ENSG00000122545,Stim8hr,0,55,0,0,56,0,0,3,0,55,activation-induced,0.9821,Stim8hr,1.576,CD69+,inhibit; activation-specific
CAPZA1,ENSG00000116489,Stim8hr,0,54,52,0,55,53,0,0,0,54,activation-induced,0.9818,"Stim8hr,Stim48hr",,,inhibit; activation-specific
FAM118A,ENSG00000100376,Stim8hr,0,53,0,0,54,0,0,0,0,53,activation-induced,0.9815,Stim8hr,,,inhibit; activation-specific
HMGB3,ENSG00000029993,Stim48hr,0,28,53,0,29,54,0,0,0,53,activation-induced,0.9815,"Stim8hr,Stim48hr",,,inhibit; activation-specific
MLLT3,ENSG00000171843,Stim8hr,0,52,0,0,53,0,0,3,0,52,activation-induced,0.9811,Stim8hr,-3.525,CCL4-,inhibit; activation-specific
ING3,ENSG00000071243,Stim8hr,0,51,0,0,52,0,0,0,0,51,activation-induced,0.9808,Stim8hr,,,inhibit; activation-specific
RPN1,ENSG00000163902,Stim8hr,0,51,0,0,52,0,0,2,0,51,activation-induced,0.9808,Stim8hr,-3.821,MYC-,inhibit; activation-specific
SLC39A13,ENSG00000165915,Stim8hr,0,50,0,0,51,0,0,1,0,50,activation-induced,0.9804,Stim8hr,,,inhibit; activation-specific
ADNP,ENSG00000101126,Stim8hr,0,49,41,0,50,42,0,1,0,49,activation-induced,0.98,"Stim8hr,Stim48hr",3.695,IFNG+,inhibit; activation-specific
NDEL1,ENSG00000166579,Stim48hr,0,33,48,0,34,49,0,0,0,48,activation-induced,0.9796,"Stim8hr,Stim48hr",,,inhibit; activation-specific
NIPAL4,ENSG00000172548,Stim8hr,0,48,0,0,49,0,0,2,0,48,activation-induced,0.9796,Stim8hr,5.996,IL17F+,inhibit; activation-specific
TMEM39A,ENSG00000176142,Stim8hr,0,48,0,0,49,0,0,1,0,48,activation-induced,0.9796,Stim8hr,-3.485,CD40LG-,inhibit; activation-specific
INIP,ENSG00000148153,Stim8hr,0,46,17,0,47,18,0,0,0,46,activation-induced,0.9787,"Stim8hr,Stim48hr",,,inhibit; activation-specific
NEMF,ENSG00000165525,Stim8hr,0,46,42,0,47,43,0,2,1,46,activation-induced,0.9787,"Stim8hr,Stim48hr",,,inhibit; activation-specific
TRIM33,ENSG00000197323,Stim8hr,0,45,0,0,46,0,0,0,0,45,activation-induced,0.9783,Stim8hr,,,inhibit; activation-specific
CCNE1,ENSG00000105173,Stim8hr,0,44,0,1,45,0,0,1,0,44,activation-induced,0.9778,"Rest,Stim8hr",-4.768,MKI67-,inhibit; activation-specific
CBX1,ENSG00000108468,Stim8hr,0,43,6,1,44,7,0,0,0,43,activation-induced,0.9773,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
CLDND2,ENSG00000160318,Stim8hr,0,43,6,0,44,7,0,1,0,43,activation-induced,0.9773,"Stim8hr,Stim48hr",4.429,IL13+,inhibit; activation-specific
GORASP2,ENSG00000115806,Stim8hr,0,43,0,0,44,0,0,0,0,43,activation-induced,0.9773,Stim8hr,,,inhibit; activation-specific
YES1,ENSG00000176105,Stim8hr,0,43,14,0,44,15,0,1,0,43,activation-induced,0.9773,"Stim8hr,Stim48hr",-3.909,IL5-,inhibit; activation-specific
ATP2B1,ENSG00000070961,Stim8hr,0,42,41,0,43,42,0,0,0,42,activation-induced,0.9767,"Stim8hr,Stim48hr",,,inhibit; activation-specific
CNIH4,ENSG00000143771,Stim8hr,0,42,13,0,43,14,0,2,0,42,activation-induced,0.9767,"Stim8hr,Stim48hr",4.569,ENTPD1+,inhibit; activation-specific
CILK1,ENSG00000112144,Stim8hr,0,41,0,0,42,0,0,0,0,41,activation-induced,0.9762,Stim8hr,,,inhibit; activation-specific
RFXANK,ENSG00000064490,Stim8hr,0,41,0,0,42,0,0,0,0,41,activation-induced,0.9762,Stim8hr,,,inhibit; activation-specific
KLF13,ENSG00000169926,Stim8hr,0,40,12,0,41,13,0,0,0,40,activation-induced,0.9756,"Stim8hr,Stim48hr",,,inhibit; activation-specific
MAMLD1,ENSG00000013619,Stim8hr,0,40,3,1,41,4,0,0,0,40,activation-induced,0.9756,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
PSMB8,ENSG00000204264,Stim8hr,0,40,2,1,41,3,0,0,0,40,activation-induced,0.9756,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
ATP6V0A2,ENSG00000185344,Stim8hr,0,39,0,0,40,0,0,2,0,39,activation-induced,0.975,Stim8hr,4.095,CD69+,inhibit; activation-specific
BEND3,ENSG00000178409,Stim48hr,0,24,39,0,25,40,0,0,1,39,activation-induced,0.975,"Stim8hr,Stim48hr",,,inhibit; activation-specific
DARS1,ENSG00000115866,Stim8hr,0,39,0,0,40,0,0,6,0,39,activation-induced,0.975,Stim8hr,-4.307,IL3-,inhibit; activation-specific
HIPK1,ENSG00000163349,Stim8hr,0,39,33,0,40,34,0,1,0,39,activation-induced,0.975,"Stim8hr,Stim48hr",-3.482,IL5-,inhibit; activation-specific
PET117,ENSG00000232838,Stim8hr,0,39,0,0,40,0,0,0,0,39,activation-induced,0.975,Stim8hr,,,inhibit; activation-specific
SLA2,ENSG00000101082,Stim8hr,0,39,3,0,40,4,0,1,0,39,activation-induced,0.975,"Stim8hr,Stim48hr",-3.608,ICOS-,inhibit; activation-specific
COQ5,ENSG00000110871,Stim8hr,0,38,18,1,39,19,0,0,0,38,activation-induced,0.9744,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
EMG1,ENSG00000126749,Stim8hr,0,38,0,0,39,0,0,2,0,38,activation-induced,0.9744,Stim8hr,-3.106,LTA-,inhibit; activation-specific
EPS15L1,ENSG00000127527,Stim8hr,0,38,0,0,39,0,0,0,0,38,activation-induced,0.9744,Stim8hr,,,inhibit; activation-specific
JADE2,ENSG00000043143,Stim8hr,0,38,0,0,39,0,0,0,0,38,activation-induced,0.9744,Stim8hr,,,inhibit; activation-specific
NFIX,ENSG00000008441,Stim8hr,0,38,0,0,39,0,0,0,0,38,activation-induced,0.9744,Stim8hr,,,inhibit; activation-specific
STAG1,ENSG00000118007,Stim8hr,0,38,0,0,39,1,0,0,0,38,activation-induced,0.9744,"Stim8hr,Stim48hr",,,inhibit; activation-specific
KLF16,ENSG00000129911,Stim8hr,0,37,0,0,38,0,0,1,0,37,activation-induced,0.9737,Stim8hr,-3.65,IL5-,inhibit; activation-specific
LETM1,ENSG00000168924,Stim8hr,0,37,0,0,38,0,0,2,0,37,activation-induced,0.9737,Stim8hr,-4.1,IL2RA-,inhibit; activation-specific
MAPK1,ENSG00000100030,Stim8hr,0,37,0,0,38,0,0,0,0,37,activation-induced,0.9737,Stim8hr,,,inhibit; activation-specific
MIB2,ENSG00000197530,Stim8hr,0,37,0,0,38,0,0,0,0,37,activation-induced,0.9737,Stim8hr,,,inhibit; activation-specific
PRKCSH,ENSG00000130175,Stim8hr,0,37,1,0,38,2,0,1,0,37,activation-induced,0.9737,"Stim8hr,Stim48hr",-4.284,IL22-,inhibit; activation-specific
SUPT4H1,ENSG00000213246,Stim8hr,0,37,0,0,38,0,0,4,0,37,activation-induced,0.9737,Stim8hr,1.101,IL2+,inhibit; activation-specific
ZBTB2,ENSG00000181472,Stim8hr,0,37,0,0,38,0,0,0,0,37,activation-induced,0.9737,Stim8hr,,,inhibit; activation-specific
SUCLG1,ENSG00000163541,Stim8hr,1,109,68,2,110,69,0,1,0,109,activation-induced,0.973,"Rest,Stim8hr,Stim48hr",-3.301,HAVCR2-,inhibit; activation-specific
RBM7,ENSG00000076053,Stim8hr,0,36,0,0,37,0,0,1,0,36,activation-induced,0.973,Stim8hr,-4.569,IL2RA-,inhibit; activation-specific
TGIF1,ENSG00000177426,Stim8hr,0,36,0,0,37,0,0,1,0,36,activation-induced,0.973,Stim8hr,4.001,MYC+,inhibit; activation-specific
B4GALT1,ENSG00000086062,Stim8hr,0,35,0,0,36,0,0,0,0,35,activation-induced,0.9722,Stim8hr,,,inhibit; activation-specific
BAX,ENSG00000087088,Stim8hr,0,35,0,0,36,0,0,2,0,35,activation-induced,0.9722,Stim8hr,-4.379,MKI67-,inhibit; activation-specific
CHRNB1,ENSG00000170175,Stim8hr,0,35,0,0,36,0,0,1,0,35,activation-induced,0.9722,Stim8hr,4.64,CD69+,inhibit; activation-specific
DCAF16,ENSG00000163257,Stim8hr,0,35,3,0,36,4,0,0,0,35,activation-induced,0.9722,"Stim8hr,Stim48hr",,,inhibit; activation-specific
FAAP24,ENSG00000131944,Stim8hr,0,35,0,0,36,0,0,2,0,35,activation-induced,0.9722,Stim8hr,-3.696,IL10-,inhibit; activation-specific
MTRES1,ENSG00000130349,Stim8hr,0,35,0,0,36,0,0,2,0,35,activation-induced,0.9722,Stim8hr,-3.504,CCL4-,inhibit; activation-specific
OTUD4,ENSG00000164164,Stim8hr,0,35,0,0,36,0,0,1,0,35,activation-induced,0.9722,Stim8hr,,,inhibit; activation-specific
SLK,ENSG00000065613,Stim8hr,0,35,21,1,36,22,0,4,0,35,activation-induced,0.9722,"Rest,Stim8hr,Stim48hr",-4.574,CSF2-,inhibit; activation-specific
TPK1,ENSG00000196511,Stim8hr,0,35,0,0,36,0,0,0,0,35,activation-induced,0.9722,Stim8hr,,,inhibit; activation-specific
ZFYVE26,ENSG00000072121,Stim8hr,0,35,0,0,36,0,0,0,0,35,activation-induced,0.9722,Stim8hr,,,inhibit; activation-specific
LIG4,ENSG00000174405,Stim8hr,1,105,5,2,106,6,0,1,0,105,activation-induced,0.972,"Rest,Stim8hr,Stim48hr",-4.055,IL22-,inhibit; activation-specific
CCDC28B,ENSG00000160050,Stim8hr,0,34,0,0,35,0,0,3,0,34,activation-induced,0.9714,Stim8hr,-0.407,LAG3-,inhibit; activation-specific
HMGXB4,ENSG00000100281,Stim8hr,0,34,25,0,35,26,0,0,2,34,activation-induced,0.9714,"Stim8hr,Stim48hr",-0.048,IL5-,inhibit; activation-specific
SPSB2,ENSG00000111671,Stim8hr,0,34,2,0,35,3,0,1,0,34,activation-induced,0.9714,"Stim8hr,Stim48hr",,,inhibit; activation-specific
TMBIM4,ENSG00000155957,Stim8hr,0,34,0,0,35,0,0,2,0,34,activation-induced,0.9714,Stim8hr,-3.638,IL2-,inhibit; activation-specific
TOPBP1,ENSG00000163781,Stim8hr,0,34,0,0,35,0,0,0,0,34,activation-induced,0.9714,Stim8hr,,,inhibit; activation-specific
AAGAB,ENSG00000103591,Stim8hr,0,33,0,0,34,0,0,0,0,33,activation-induced,0.9706,Stim8hr,,,inhibit; activation-specific
ANKRD10,ENSG00000088448,Stim8hr,0,33,4,1,34,5,0,2,0,33,activation-induced,0.9706,"Rest,Stim8hr,Stim48hr",-0.106,IL22-,inhibit; activation-specific
BBX,ENSG00000114439,Stim48hr,0,16,33,1,17,34,0,0,0,33,activation-induced,0.9706,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
ODC1,ENSG00000115758,Stim8hr,0,33,12,1,34,13,0,0,0,33,activation-induced,0.9706,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
PHLPP2,ENSG00000040199,Stim8hr,0,33,0,1,34,0,0,0,0,33,activation-induced,0.9706,"Rest,Stim8hr",,,inhibit; activation-specific
POLE3,ENSG00000148229,Stim48hr,0,11,33,0,12,34,0,1,0,33,activation-induced,0.9706,"Stim8hr,Stim48hr",4.576,IL5+,inhibit; activation-specific
STYX,ENSG00000198252,Stim8hr,0,33,0,0,34,0,0,0,0,33,activation-induced,0.9706,Stim8hr,,,inhibit; activation-specific
TIMM50,ENSG00000105197,Stim8hr,0,33,0,0,34,0,0,2,0,33,activation-induced,0.9706,Stim8hr,-0.487,IL13-,inhibit; activation-specific
TNFAIP3,ENSG00000118503,Stim8hr,0,33,0,0,34,0,0,4,0,33,activation-induced,0.9706,Stim8hr,-0.425,CCL4-,inhibit; activation-specific
TRIM28,ENSG00000130726,Stim48hr,0,32,33,0,33,34,0,1,1,33,activation-induced,0.9706,"Stim8hr,Stim48hr",4.501,IL3+,inhibit; activation-specific
TFG,ENSG00000114354,Stim8hr,6,433,155,7,434,156,0,8,0,433,activation-induced,0.9705,"Rest,Stim8hr,Stim48hr",1.596,IL2RA-,inhibit; activation-specific
PEX5,ENSG00000139197,Stim8hr,2,164,0,3,165,0,0,1,0,164,activation-induced,0.9701,"Rest,Stim8hr",-3.332,ICOS-,inhibit; activation-specific
ARFGEF1,ENSG00000066777,Stim8hr,0,32,0,0,33,0,0,2,0,32,activation-induced,0.9697,Stim8hr,4.552,MYC+,inhibit; activation-specific
DCAF7,ENSG00000136485,Stim8hr,0,32,0,0,33,0,0,0,0,32,activation-induced,0.9697,Stim8hr,,,inhibit; activation-specific
DYNLL1,ENSG00000088986,Stim8hr,0,32,0,0,33,0,0,0,0,32,activation-induced,0.9697,Stim8hr,,,inhibit; activation-specific
HERC4,ENSG00000148634,Stim8hr,0,32,0,0,33,0,0,2,0,32,activation-induced,0.9697,Stim8hr,-3.47,TNF-,inhibit; activation-specific
TBP,ENSG00000112592,Stim8hr,0,32,0,0,33,0,0,1,0,32,activation-induced,0.9697,Stim8hr,-3.651,IL2-,inhibit; activation-specific
ADM5,ENSG00000224420,Stim8hr,0,31,0,0,32,0,0,0,0,31,activation-induced,0.9688,Stim8hr,,,inhibit; activation-specific
GNB1,ENSG00000078369,Stim8hr,0,31,0,0,32,0,0,1,0,31,activation-induced,0.9688,Stim8hr,-3.955,MKI67-,inhibit; activation-specific
HYLS1,ENSG00000198331,Stim8hr,0,31,0,0,32,0,0,0,0,31,activation-induced,0.9688,Stim8hr,,,inhibit; activation-specific
MUS81,ENSG00000172732,Stim8hr,0,31,0,0,32,0,0,0,0,31,activation-induced,0.9688,Stim8hr,,,inhibit; activation-specific
RPP25L,ENSG00000164967,Stim8hr,0,31,0,0,32,1,0,0,0,31,activation-induced,0.9688,"Stim8hr,Stim48hr",,,inhibit; activation-specific
SCAF11,ENSG00000139218,Stim8hr,0,31,0,0,32,0,0,0,0,31,activation-induced,0.9688,Stim8hr,,,inhibit; activation-specific
SERBP1,ENSG00000142864,Stim8hr,0,31,3,0,32,4,0,0,0,31,activation-induced,0.9688,"Stim8hr,Stim48hr",,,inhibit; activation-specific
ZCCHC24,ENSG00000165424,Stim8hr,0,31,7,0,32,8,0,1,0,31,activation-induced,0.9688,"Stim8hr,Stim48hr",3.404,MYC+,inhibit; activation-specific
UQCC1,ENSG00000101019,Stim8hr,2,152,0,3,153,0,0,2,0,152,activation-induced,0.9677,"Rest,Stim8hr",3.208,IKZF1+,inhibit; activation-specific
AGRN,ENSG00000188157,Stim8hr,0,30,24,0,31,25,0,1,0,30,activation-induced,0.9677,"Stim8hr,Stim48hr",-4.189,IL22-,inhibit; activation-specific
CTSZ,ENSG00000101160,Stim8hr,0,30,0,0,31,0,0,0,0,30,activation-induced,0.9677,Stim8hr,,,inhibit; activation-specific
TIMM9,ENSG00000100575,Stim8hr,0,30,0,0,31,0,0,0,0,30,activation-induced,0.9677,Stim8hr,,,inhibit; activation-specific
HSP90AB1,ENSG00000096384,Stim8hr,0,29,27,0,30,28,0,0,0,29,activation-induced,0.9667,"Stim8hr,Stim48hr",,,inhibit; activation-specific
SUMO2,ENSG00000188612,Stim8hr,0,29,20,0,30,21,0,1,0,29,activation-induced,0.9667,"Stim8hr,Stim48hr",4.456,IL2+,inhibit; activation-specific
MSL1,ENSG00000188895,Stim8hr,0,28,0,0,29,0,0,0,0,28,activation-induced,0.9655,Stim8hr,,,inhibit; activation-specific
POC1B,ENSG00000139323,Stim8hr,0,28,0,0,29,0,0,1,0,28,activation-induced,0.9655,Stim8hr,,,inhibit; activation-specific
PPIF,ENSG00000108179,Stim8hr,0,28,0,0,29,0,0,3,0,28,activation-induced,0.9655,Stim8hr,4.539,ENTPD1+,inhibit; activation-specific
WDR89,ENSG00000140006,Stim8hr,0,28,0,0,29,0,0,1,0,28,activation-induced,0.9655,Stim8hr,-3.815,IL10-,inhibit; activation-specific
MECR,ENSG00000116353,Stim8hr,0,27,21,0,28,22,0,1,0,27,activation-induced,0.9643,"Stim8hr,Stim48hr",,,inhibit; activation-specific
BLTP2,ENSG00000007202,Stim8hr,0,26,18,0,27,19,0,0,0,26,activation-induced,0.963,"Stim8hr,Stim48hr",,,inhibit; activation-specific
GUCA1B,ENSG00000112599,Stim8hr,0,26,0,0,27,0,0,0,0,26,activation-induced,0.963,Stim8hr,,,inhibit; activation-specific
MRTFB,ENSG00000186260,Stim8hr,0,26,0,0,27,0,0,0,0,26,activation-induced,0.963,Stim8hr,,,inhibit; activation-specific
PPP1R15A,ENSG00000087074,Stim8hr,0,26,3,0,27,4,0,1,0,26,activation-induced,0.963,"Stim8hr,Stim48hr",-3.786,IL10-,inhibit; activation-specific
SRSF5,ENSG00000100650,Stim48hr,0,10,26,0,11,27,0,0,0,26,activation-induced,0.963,"Stim8hr,Stim48hr",,,inhibit; activation-specific
ZNF14,ENSG00000105708,Stim8hr,0,26,0,0,27,0,0,0,0,26,activation-induced,0.963,Stim8hr,,,inhibit; activation-specific
RSBN1L,ENSG00000187257,Stim8hr,3,178,39,4,179,40,0,3,0,178,activation-induced,0.9615,"Rest,Stim8hr,Stim48hr",-0.056,BCL6+,inhibit; activation-specific
CAVIN3,ENSG00000170955,Stim8hr,0,25,10,0,26,11,0,1,0,25,activation-induced,0.9615,"Stim8hr,Stim48hr",,,inhibit; activation-specific
IRF2BP2,ENSG00000168264,Stim8hr,0,25,19,0,26,20,0,2,0,25,activation-induced,0.9615,"Stim8hr,Stim48hr",4.56,CD69+,inhibit; activation-specific
ZNF292,ENSG00000188994,Stim8hr,0,25,0,1,26,0,0,0,0,25,activation-induced,0.9615,"Rest,Stim8hr",,,inhibit; activation-specific
TRAPPC13,ENSG00000113597,Stim8hr,2,125,5,3,126,6,0,0,0,125,activation-induced,0.9609,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
TNFRSF9,ENSG00000049249,Stim8hr,0,24,0,0,25,0,0,3,0,24,activation-induced,0.96,Stim8hr,-5.135,TNFRSF9-,inhibit; activation-specific
TUBB4B,ENSG00000188229,Stim8hr,0,24,0,0,25,0,0,0,0,24,activation-induced,0.96,Stim8hr,,,inhibit; activation-specific
DAP,ENSG00000112977,Stim48hr,5,226,265,6,227,266,0,2,6,265,activation-induced,0.9594,"Rest,Stim8hr,Stim48hr",-3.83,CTLA4-,inhibit; activation-specific
PRKD2,ENSG00000105287,Stim48hr,1,52,71,2,53,72,0,0,1,71,activation-induced,0.9589,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
HNRNPR,ENSG00000125944,Stim8hr,0,23,0,0,24,0,0,1,0,23,activation-induced,0.9583,Stim8hr,-4.089,IL10-,inhibit; activation-specific
ISCA1,ENSG00000135070,Stim8hr,0,23,22,0,24,23,0,0,2,23,activation-induced,0.9583,"Stim8hr,Stim48hr",-0.015,TNFRSF9-,inhibit; activation-specific
RAB10,ENSG00000084733,Stim8hr,0,23,6,0,24,7,0,2,0,23,activation-induced,0.9583,"Stim8hr,Stim48hr",-3.884,IL22-,inhibit; activation-specific
DSCC1,ENSG00000136982,Stim8hr,0,22,19,0,23,20,0,1,0,22,activation-induced,0.9565,"Stim8hr,Stim48hr",,,inhibit; activation-specific
LIN7C,ENSG00000148943,Stim48hr,0,11,22,0,12,23,0,0,3,22,activation-induced,0.9565,"Stim8hr,Stim48hr",-1.407,IL3-,inhibit; activation-specific
SDC4,ENSG00000124145,Stim8hr,0,22,0,0,23,0,0,0,0,22,activation-induced,0.9565,Stim8hr,,,inhibit; activation-specific
SLC10A7,ENSG00000120519,Stim8hr,0,22,1,0,23,2,0,4,0,22,activation-induced,0.9565,"Stim8hr,Stim48hr",-4.2,CCL4-,inhibit; activation-specific
TDRD3,ENSG00000083544,Stim8hr,0,22,1,0,23,2,0,1,0,22,activation-induced,0.9565,"Stim8hr,Stim48hr",,,inhibit; activation-specific
C1orf159,ENSG00000131591,Stim8hr,0,21,0,0,22,0,0,1,0,21,activation-induced,0.9545,Stim8hr,-4.037,IL5-,inhibit; activation-specific
NOP9,ENSG00000196943,Stim8hr,0,21,0,0,22,0,0,0,0,21,activation-induced,0.9545,Stim8hr,,,inhibit; activation-specific
POLE4,ENSG00000115350,Stim8hr,0,21,18,0,22,19,0,0,1,21,activation-induced,0.9545,"Stim8hr,Stim48hr",4.955,IL2+,inhibit; activation-specific
SLC27A5,ENSG00000083807,Stim8hr,0,21,1,0,22,2,0,2,0,21,activation-induced,0.9545,"Stim8hr,Stim48hr",3.757,CCL5+,inhibit; activation-specific
ESRRA,ENSG00000173153,Stim8hr,0,20,0,0,21,0,0,1,0,20,activation-induced,0.9524,Stim8hr,,,inhibit; activation-specific
RAB11FIP5,ENSG00000135631,Stim8hr,0,20,15,0,21,16,0,1,1,20,activation-induced,0.9524,"Stim8hr,Stim48hr",,,inhibit; activation-specific
RARA,ENSG00000131759,Stim8hr,0,20,7,0,21,8,0,1,1,20,activation-induced,0.9524,"Stim8hr,Stim48hr",-4.481,IL22-,inhibit; activation-specific
C2CD5,ENSG00000111731,Stim8hr,1,60,1,2,61,2,0,0,0,60,activation-induced,0.9516,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
SDHAF4,ENSG00000154079,Stim8hr,1,60,7,2,61,8,0,0,0,60,activation-induced,0.9516,"Rest,Stim8hr,Stim48hr",,,inhibit; activation-specific
PARP2,ENSG00000129484,Stim8hr,4,176,148,5,177,149,0,1,4,176,activation-induced,0.9503,"Rest,Stim8hr,Stim48hr",3.24,CD69+,inhibit; activation-specific
APEX2,ENSG00000169188,Stim8hr,0,19,0,0,20,0,0,0,0,19,activation-induced,0.95,Stim8hr,,,inhibit; activation-specific
CTU2,ENSG00000174177,Stim48hr,0,0,19,0,0,20,0,0,0,19,activation-induced,0.95,Stim48hr,,,inhibit; activation-specific
DHRS1,ENSG00000157379,Stim48hr,0,0,19,0,0,20,0,0,0,19,activation-induced,0.95,Stim48hr,,,inhibit; activation-specific
EPAS1,ENSG00000116016,Stim48hr,0,0,19,0,0,20,0,0,0,19,activation-induced,0.95,Stim48hr,,,inhibit; activation-specific
FCMR,ENSG00000162894,Stim48hr,0,0,19,0,0,20,0,0,0,19,activation-induced,0.95,Stim48hr,,,inhibit; activation-specific
IKZF2,ENSG00000030419,Stim48hr,0,0,19,0,0,20,0,0,0,19,activation-induced,0.95,Stim48hr,,,inhibit; activation-specific
ZNF280C,ENSG00000056277,Stim48hr,0,9,19,0,10,20,0,0,0,19,activation-induced,0.95,"Stim8hr,Stim48hr",,,inhibit; activation-specific
ZNF317,ENSG00000130803,Stim8hr,0,19,0,0,20,0,0,0,0,19,activation-induced,0.95,Stim8hr,,,inhibit; activation-specific
