gene,ensg,condition,Th1_score,Th2_score,Th17_score,Treg_score,Tfh_score,Th1_vs_Th2,Effector_vs_Treg,z_Th1_vs_Th2,z_Effector_vs_Treg,max_abs_z,primary_axis,shift_label,therapeutic_direction,n_sig_program_markers,ontarget_effect_size,n_downstream
R3HCC1,ENSG00000104679,Stim48hr,0.5153,-1.0329,-0.7584,0.0628,-0.5449,1.5482,-0.4881,2.2151,-0.7738,2.2151,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.6084,6
ANP32A,ENSG00000140350,Stim48hr,0.2327,-0.4845,0.1054,-1.2841,-0.4506,0.7172,1.2353,0.9841,2.2142,2.2142,Effector_vs_Treg,→Effector,boost-immunity,0,-12.8237,3
INPP5D,ENSG00000168918,Stim8hr,1.095,-0.7499,-0.1275,-0.062,-0.2099,1.8449,0.1345,2.2139,0.2904,2.2139,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-21.9665,11
UBE2I,ENSG00000103275,Rest,0.4394,-0.3774,-0.1632,-0.9038,-0.1639,0.8168,0.8701,1.114,2.2138,2.2138,Effector_vs_Treg,→Effector,boost-immunity,5,-18.351,437
POGLUT2,ENSG00000134901,Rest,-0.8232,0.7955,-0.131,0.0166,-0.1326,-1.6187,-0.0695,-2.2133,-0.1327,2.2133,Th1_vs_Th2,→Th2,skew-Th2,0,-5.6052,3
ZSCAN2,ENSG00000176371,Stim8hr,0.897,-0.9464,0.0938,-0.7622,0.0144,1.8434,0.777,2.2119,1.4884,2.2119,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-7.4622,27
CCDC97,ENSG00000142039,Stim48hr,0.5592,-0.9868,-0.1897,-0.6528,-0.3109,1.546,0.447,2.2117,0.8475,2.2117,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-18.1752,0
PAICS,ENSG00000128050,Stim48hr,-0.3728,1.0671,-0.43,-0.8517,0.2951,-1.4399,0.9398,-2.2112,1.7018,2.2112,Th1_vs_Th2,→Th2,skew-Th2,1,-9.8833,87
FAM98B,ENSG00000171262,Stim48hr,-0.569,0.0866,0.174,1.2142,-0.3233,-0.6556,-1.317,-1.0494,-2.211,2.211,Effector_vs_Treg,→Treg,suppress-inflammation,9,-13.8126,1427
GALT,ENSG00000213930,Stim8hr,-0.1972,1.3441,-0.2814,0.7139,-0.2051,-1.5413,-0.4254,-2.2093,-0.7536,2.2093,Th1_vs_Th2,→Th2,skew-Th2,0,-10.6014,6
FOXO1,ENSG00000150907,Stim8hr,-0.3524,0.8771,0.238,-0.9087,0.1639,-1.2296,1.1629,-1.802,2.2079,2.2079,Effector_vs_Treg,→Effector,boost-immunity,9,-5.4785,846
GBP3,ENSG00000117226,Stim48hr,-0.0726,0.3885,0.4146,1.5587,1.0117,-0.4611,-1.3151,-0.7612,-2.2078,2.2078,Effector_vs_Treg,→Treg,suppress-inflammation,0,-6.6906,1
NELFCD,ENSG00000101158,Rest,0.3041,-0.3978,0.3389,0.9818,0.5051,0.7019,-0.9,0.957,-2.2072,2.2072,Effector_vs_Treg,→Treg,suppress-inflammation,2,-8.5835,594
TMEM214,ENSG00000119777,Stim8hr,-1.0006,0.5387,-0.5566,-0.352,0.0533,-1.5393,0.0125,-2.2066,0.0629,2.2066,Th1_vs_Th2,→Th2,skew-Th2,6,-14.1388,648
RIPK2,ENSG00000104312,Stim8hr,-0.2959,1.2434,-0.3995,0.2046,0.2114,-1.5393,-0.0219,-2.2065,-0.0012,2.2065,Th1_vs_Th2,→Th2,skew-Th2,0,-4.6948,0
ZNF644,ENSG00000122482,Stim8hr,-0.384,0.6219,-0.1816,1.2229,-0.4814,-1.0059,-1.2041,-1.5098,-2.2056,2.2056,Effector_vs_Treg,→Treg,suppress-inflammation,0,-29.7071,274
SNX1,ENSG00000028528,Rest,0.2718,-1.0235,-0.302,0.5481,-0.3736,1.2953,-0.8994,1.7676,-2.2055,2.2055,Effector_vs_Treg,→Treg,suppress-inflammation,0,-26.8304,63
CTPS2,ENSG00000047230,Stim48hr,-0.136,-0.4154,-0.5744,0.9384,-0.461,0.2794,-1.3137,0.3356,-2.2053,2.2053,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.6731,3
INTS6,ENSG00000102786,Rest,1.4577,-0.1579,-0.2815,-0.0849,-0.3383,1.6155,0.4243,2.2052,1.1005,2.2052,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-13.93,67
PRKAR1A,ENSG00000108946,Stim8hr,0.3303,-0.3262,0.3575,1.3242,1.2816,0.6566,-1.2037,0.6617,-2.2048,2.2048,Effector_vs_Treg,→Treg,suppress-inflammation,10,-7.7091,1390
TAF13,ENSG00000197780,Stim8hr,2.1531,1.1198,0.1641,-0.0144,0.7867,1.0334,1.1601,1.1539,2.2027,2.2027,Effector_vs_Treg,→Effector,boost-immunity,9,-18.7903,3341
ARID4B,ENSG00000054267,Stim8hr,0.361,-1.4716,-0.2292,-1.199,-1.17,1.8326,0.7524,2.1979,1.4424,2.1979,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),6,-12.3769,241
FAM216A,ENSG00000204856,Stim48hr,0.5859,-0.8922,-0.5725,1.016,-0.3059,1.4781,-1.309,2.1113,-2.1971,2.1971,Effector_vs_Treg,→Th1; →Treg,suppress-inflammation,1,-7.7638,3
TXNDC5,ENSG00000239264,Stim48hr,-0.7524,0.6779,-0.3226,-0.6391,-0.3284,-1.4303,0.5067,-2.197,0.951,2.197,Th1_vs_Th2,→Th2,skew-Th2,0,-21.6469,0
PAQR3,ENSG00000163291,Rest,-0.6426,-0.1845,-0.3312,0.5097,-0.5821,-0.4581,-0.8958,-0.6276,-2.1965,2.1965,Effector_vs_Treg,→Treg,suppress-inflammation,0,-12.0013,0
EIF4A1,ENSG00000161960,Stim8hr,0.9291,-0.9012,0.7118,-0.4791,0.3217,1.8304,0.7256,2.1949,1.3926,2.1949,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-21.3505,227
LMBR1L,ENSG00000139636,Rest,1.3977,0.3268,-0.2462,-0.3684,-0.0613,1.0709,0.8612,1.4611,2.1916,2.1916,Effector_vs_Treg,→Effector,boost-immunity,1,-7.7477,47
RAD51B,ENSG00000182185,Stim48hr,1.109,-0.4222,0.022,0.7976,0.4463,1.5312,-0.5613,2.1899,-0.9008,2.1899,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-9.9625,172
ZNF777,ENSG00000196453,Stim8hr,-0.8248,0.7017,0.2414,-0.2538,0.6146,-1.5265,0.2932,-2.1899,0.5863,2.1899,Th1_vs_Th2,→Th2,skew-Th2,0,-5.7518,3
CRACR2A,ENSG00000130038,Stim48hr,-0.5348,0.8908,-0.5592,-0.6399,0.1787,-1.4255,0.5721,-2.1899,1.0644,2.1899,Th1_vs_Th2,→Th2,skew-Th2,0,-16.3273,0
CD2BP2,ENSG00000169217,Rest,-0.7146,-0.8705,-0.4325,0.2206,-0.2964,0.1559,-0.8931,0.2112,-2.1898,2.1898,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.0302,80
ITM2B,ENSG00000136156,Rest,1.1526,-0.4515,-0.0805,0.2196,-0.5147,1.6041,-0.0127,2.1895,0.009,2.1895,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-14.7144,147
ALG6,ENSG00000088035,Stim48hr,0.7384,-0.7924,0.0089,0.7251,-0.1914,1.5308,-0.7401,2.1893,-1.2108,2.1893,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-11.0058,332
P3H1,ENSG00000117385,Stim8hr,-1.2041,0.3212,-0.6266,-0.1799,-0.5584,-1.5254,-0.3233,-2.1884,-0.5632,2.1884,Th1_vs_Th2,→Th2,skew-Th2,0,-8.0773,0
IL23A,ENSG00000110944,Rest,-0.4022,1.1973,-0.1068,0.4958,-0.4963,-1.5995,-0.2664,-2.187,-0.6245,2.187,Th1_vs_Th2,→Th2,skew-Th2,0,-9.03,4
ADNP2,ENSG00000101544,Stim48hr,0.0986,0.264,-0.6696,-1.3217,0.7513,-0.1654,1.2193,-0.3233,2.1865,2.1865,Effector_vs_Treg,→Effector,boost-immunity,2,-28.927,96
RMDN1,ENSG00000176623,Stim8hr,-0.6787,-0.0431,-0.7646,0.6983,0.3303,-0.6355,-1.1938,-1.0261,-2.1863,2.1863,Effector_vs_Treg,→Treg,suppress-inflammation,0,-12.743,1
GLS,ENSG00000115419,Stim8hr,0.6447,-1.1789,0.4184,-0.316,1.2037,1.8235,0.2774,2.186,0.5568,2.186,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-18.377,319
RAMP1,ENSG00000132329,Stim48hr,0.8188,-0.7098,0.0802,-0.6278,-0.6489,1.5285,0.6909,2.1859,1.2703,2.1859,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-9.4525,1
COX6B1,ENSG00000126267,Stim8hr,1.2486,-0.5749,-0.1014,0.0059,0.4331,1.8234,0.1849,2.1859,0.3843,2.1859,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-12.928,130
UGDH,ENSG00000109814,Rest,-1.0408,0.5578,0.1337,0.0696,-0.1297,-1.5985,-0.186,-2.1857,-0.4237,2.1857,Th1_vs_Th2,→Th2,skew-Th2,1,-6.1284,965
RUNX3,ENSG00000020633,Rest,0.8897,0.4016,-0.3316,-0.5387,-0.0534,0.488,0.8586,0.6648,2.1851,2.1851,Effector_vs_Treg,→Effector,boost-immunity,0,-7.5356,8
CDK8,ENSG00000132964,Stim8hr,-1.0063,0.5149,-1.1837,-0.485,-0.8051,-1.5212,-0.0734,-2.1829,-0.0973,2.1829,Th1_vs_Th2,→Th2,skew-Th2,0,-17.4303,3
REST,ENSG00000084093,Stim8hr,1.5048,-0.316,-0.0645,0.4988,1.0989,1.8208,-0.124,2.1824,-0.1916,2.1824,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),6,-6.8722,186
DEK,ENSG00000124795,Stim8hr,1.4407,-0.3798,0.6225,-0.5058,0.7703,1.8204,1.0669,2.1819,2.0289,2.1819,Th1_vs_Th2,→Th1; →Effector,boost-immunity,1,-18.9336,45
ZNF384,ENSG00000126746,Stim48hr,-0.5258,0.8938,-0.4496,0.869,-1.2941,-1.4195,-0.8962,-2.181,-1.4815,2.181,Th1_vs_Th2,→Th2,skew-Th2,1,-18.6836,69
SNRK,ENSG00000163788,Stim8hr,-0.9734,0.5449,-0.2724,-0.2489,-0.3454,-1.5183,0.0152,-2.1792,0.068,2.1792,Th1_vs_Th2,→Th2,skew-Th2,0,-8.9397,5
FNBP1,ENSG00000187239,Stim48hr,-0.8242,0.594,-0.1851,-0.4791,0.0747,-1.4182,0.3407,-2.179,0.6631,2.179,Th1_vs_Th2,→Th2,skew-Th2,0,-7.6796,1
TSNAX,ENSG00000116918,Stim8hr,0.1009,-1.2636,-0.3706,-1.6581,-0.4969,1.3645,1.147,1.5864,2.1782,2.1782,Effector_vs_Treg,→Effector,boost-immunity,0,-9.0397,0
METAP2,ENSG00000111142,Rest,0.5848,0.6377,0.7791,1.5554,0.9516,-0.053,-0.8882,-0.0742,-2.1777,2.1777,Effector_vs_Treg,→Treg,suppress-inflammation,6,-11.4594,771
SFMBT2,ENSG00000198879,Stim48hr,0.0578,-1.4646,-0.9866,-0.3534,-0.329,1.5224,-0.4444,2.1768,-0.698,2.1768,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.4134,0
CCNQ,ENSG00000262919,Stim48hr,-1.3143,0.1014,-0.2769,-0.7786,-1.0396,-1.4157,0.2819,-2.1753,0.5613,2.1753,Th1_vs_Th2,→Th2,skew-Th2,4,-5.61,411
OCEL1,ENSG00000099330,Rest,0.1547,-0.1788,-0.3045,0.7776,-0.0387,0.3334,-0.8871,0.4536,-2.1748,2.1748,Effector_vs_Treg,→Treg,suppress-inflammation,0,-6.8412,1
COQ3,ENSG00000132423,Rest,-0.0349,0.127,0.3076,-0.721,-0.1776,-0.1619,0.8542,-0.223,2.1743,2.1743,Effector_vs_Treg,→Effector,boost-immunity,1,-3.769,698
ZC3HAV1L,ENSG00000146858,Stim48hr,-0.7554,0.6595,-0.5864,-0.7139,-0.38,-1.4149,0.4864,-2.1742,0.9158,2.1742,Th1_vs_Th2,→Th2,skew-Th2,0,-14.0347,2
COX6C,ENSG00000164919,Stim8hr,1.219,-0.2768,0.0779,-0.8046,0.6801,1.4958,1.1446,1.7579,2.1737,2.1737,Effector_vs_Treg,→Effector,boost-immunity,8,-17.7824,1493
CCDC90B,ENSG00000137500,Stim8hr,-0.6039,0.9098,-0.4432,0.1721,0.1616,-1.5136,-0.2179,-2.1731,-0.3667,2.1731,Th1_vs_Th2,→Th2,skew-Th2,0,-19.5219,0
PRKAB2,ENSG00000131791,Stim8hr,-0.6336,-1.06,-0.5716,0.4312,-0.2659,0.4264,-1.1863,0.3611,-2.1723,2.1723,Effector_vs_Treg,→Treg,suppress-inflammation,1,-6.3664,2
CEP97,ENSG00000182504,Stim8hr,-0.6331,0.8795,-0.5754,-0.1158,-0.3259,-1.5126,0.0061,-2.1717,0.051,2.1717,Th1_vs_Th2,→Th2,skew-Th2,0,-7.6953,1
CHAC2,ENSG00000143942,Stim48hr,0.3771,-1.1418,-0.399,-0.5839,-0.1101,1.5189,0.196,2.1716,0.4123,2.1716,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-7.9019,1
FIGNL1,ENSG00000132436,Stim48hr,0.9042,-0.6146,0.9004,-0.297,0.1507,1.5188,0.6937,2.1716,1.2751,2.1716,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-12.6633,345
ZAP70,ENSG00000115085,Stim48hr,1.5286,0.0406,0.9804,-0.3606,-0.4094,1.4879,1.2104,2.1258,2.1711,2.1711,Effector_vs_Treg,→Th1; →Effector,boost-immunity,15,-3.3298,2485
ZNF331,ENSG00000130844,Rest,0.6164,-0.9734,0.0855,-0.8442,-0.4563,1.5898,0.7537,2.17,1.9233,2.17,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-6.2616,0
SMARCE1,ENSG00000073584,Rest,-1.3912,0.195,0.6925,0.1042,0.9699,-1.5862,-0.2721,-2.1689,-0.6389,2.1689,Th1_vs_Th2,→Th2,skew-Th2,17,-9.4297,2379
PHF11,ENSG00000136147,Rest,0.188,-0.4621,0.1855,-0.8814,-0.1009,0.6501,0.8519,0.8863,2.1685,2.1685,Effector_vs_Treg,→Effector,boost-immunity,0,-15.6146,6
FAM200B,ENSG00000237765,Stim48hr,-0.1384,0.2839,-0.1644,-1.2151,-0.3657,-0.4223,1.2088,-0.7038,2.1683,2.1683,Effector_vs_Treg,→Effector,boost-immunity,0,-7.7798,3
PPM1D,ENSG00000170836,Stim8hr,0.5463,-1.2631,-0.4208,-0.0413,-0.9727,1.8095,-0.3378,2.1676,-0.5903,2.1676,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-7.8283,139
CEP350,ENSG00000135837,Stim48hr,-0.9466,-1.0369,0.0641,-1.8478,-0.1771,0.0903,1.208,0.0555,2.1669,2.1669,Effector_vs_Treg,→Effector,boost-immunity,3,-7.3995,45
GALE,ENSG00000117308,Stim48hr,-1.407,0.0023,-0.4032,-0.4529,-0.3343,-1.4093,-0.1498,-2.1658,-0.1873,2.1658,Th1_vs_Th2,→Th2,skew-Th2,0,-11.5939,0
GOPC,ENSG00000047932,Stim48hr,-0.9743,-0.0465,-0.4955,0.7851,-0.2244,-0.9278,-1.2906,-1.4526,-2.1652,2.1652,Effector_vs_Treg,→Treg,suppress-inflammation,0,-18.3519,2
TP53I13,ENSG00000167543,Stim48hr,-0.4371,-0.2586,-0.6176,0.8523,-0.5604,-0.1785,-1.2901,-0.3427,-2.1644,2.1644,Effector_vs_Treg,→Treg,suppress-inflammation,0,-4.7978,2
PNPT1,ENSG00000138035,Stim8hr,0.5824,0.4022,0.1388,-0.7646,0.8859,0.1802,1.139,0.0395,2.1634,2.1634,Effector_vs_Treg,→Effector,boost-immunity,9,-10.6537,1237
PPP1R11,ENSG00000204619,Rest,-0.6913,0.1864,0.8186,0.987,0.5083,-0.8777,-0.8824,-1.2009,-2.1632,2.1632,Effector_vs_Treg,→Treg,suppress-inflammation,3,-6.0,419
UPF2,ENSG00000151461,Stim8hr,1.0487,-0.1731,-0.2341,-0.9247,-0.3306,1.2218,1.1385,1.4,2.1623,2.1623,Effector_vs_Treg,→Effector,boost-immunity,5,-6.6111,674
RBPJ,ENSG00000168214,Rest,0.7252,-0.8589,0.1853,-0.1662,-0.4554,1.5841,0.1834,2.1622,0.4989,2.1622,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-12.083,60
TET2,ENSG00000168769,Rest,-1.7636,-0.1825,-0.5986,-0.1628,0.3183,-1.5811,-0.6854,-2.1618,-1.6712,2.1618,Th1_vs_Th2,→Th2,skew-Th2,3,-14.8801,124
GALNT7,ENSG00000109586,Rest,0.813,-0.7706,0.3719,-0.2171,-0.765,1.5836,0.3552,2.1616,0.9279,2.1616,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-4.8549,1
APOBEC3B,ENSG00000179750,Stim48hr,0.2024,-0.1025,0.2819,-1.0769,0.2804,0.3049,1.2042,0.3734,2.1602,2.1602,Effector_vs_Treg,→Effector,boost-immunity,0,-8.6524,46
ARHGAP30,ENSG00000186517,Stim48hr,-0.5734,-0.267,0.2831,-1.3898,0.601,-0.3064,1.204,-0.5322,2.16,2.16,Effector_vs_Treg,→Effector,boost-immunity,5,-53.6064,1483
PPP1R15B,ENSG00000158615,Stim48hr,-1.8493,-0.4442,-0.2796,-0.2506,0.4553,-1.4051,-0.6072,-2.1596,-0.9803,2.1596,Th1_vs_Th2,→Th2,skew-Th2,4,-14.769,178
BCDIN3D,ENSG00000186666,Stim8hr,-0.1934,-1.002,-0.6271,-1.7444,-0.5141,0.8086,1.1369,0.8602,2.1594,2.1594,Effector_vs_Treg,→Effector,boost-immunity,0,-7.7233,0
GRAMD4,ENSG00000075240,Stim8hr,-0.3458,-0.8502,0.2759,-1.4431,-0.534,0.5045,1.1364,0.463,2.1585,2.1585,Effector_vs_Treg,→Effector,boost-immunity,0,-4.5246,5
SELL,ENSG00000188404,Rest,-0.3862,-0.7094,-0.6013,0.3149,0.1933,0.3232,-0.8805,0.4396,-2.1584,2.1584,Effector_vs_Treg,→Treg,suppress-inflammation,0,-17.3092,0
RUFY1,ENSG00000176783,Stim8hr,-0.6916,0.5666,-0.5255,0.9616,-0.8087,-1.2582,-1.1784,-1.8394,-2.1575,2.1575,Effector_vs_Treg,→Treg,suppress-inflammation,0,-29.1199,2
NDUFB3,ENSG00000119013,Rest,1.2943,-0.2861,-0.5592,-0.5542,-0.1376,1.5805,0.7039,2.1572,1.7988,2.1572,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-15.9384,7
CYB5R4,ENSG00000065615,Stim48hr,1.1498,-0.3571,0.9806,0.9007,1.0156,1.5069,-0.3096,2.1539,-0.4643,2.1539,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-9.9318,1027
RNF145,ENSG00000145860,Stim48hr,-0.4476,-0.6729,-0.4608,0.7566,0.1881,0.2253,-1.2836,0.2555,-2.1531,2.1531,Effector_vs_Treg,→Treg,suppress-inflammation,0,-12.2317,16
CAMSAP1,ENSG00000130559,Stim8hr,0.4909,-1.3064,-0.0136,0.1347,-0.6326,1.7973,-0.411,2.1517,-0.7268,2.1517,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),7,-6.2401,862
MLST8,ENSG00000167965,Stim8hr,-0.0517,-1.8485,-0.5142,-0.8648,-0.9161,1.7968,0.06,2.1511,0.1514,2.1511,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-17.1517,130
ZNF584,ENSG00000171574,Stim8hr,-0.4868,1.01,0.3679,0.6032,-0.1813,-1.4968,-0.3062,-2.151,-0.5313,2.151,Th1_vs_Th2,→Th2,skew-Th2,1,-5.7198,2
EML2,ENSG00000125746,Stim48hr,-1.5,-0.588,-0.0672,0.5632,-0.5234,-0.912,-1.2816,-1.4292,-2.1497,2.1497,Effector_vs_Treg,→Treg,suppress-inflammation,2,-13.0324,308
HLTF,ENSG00000071794,Stim48hr,-0.5234,-0.6138,-1.1782,0.5094,-0.5103,0.0903,-1.2813,0.0555,-2.149,2.149,Effector_vs_Treg,→Treg,suppress-inflammation,0,-10.8891,1
LMTK2,ENSG00000164715,Stim8hr,1.5302,-0.265,1.5454,0.555,-0.2483,1.7952,0.3819,2.149,0.7516,2.149,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-8.5173,599
PEX11B,ENSG00000131779,Stim48hr,0.5447,0.1559,0.4688,-0.8077,0.1926,0.3888,1.1974,0.4976,2.1486,2.1486,Effector_vs_Treg,→Effector,boost-immunity,0,-11.0757,10
MYB,ENSG00000118513,Rest,0.4777,-0.9681,0.705,0.948,0.8179,1.4458,-0.8765,1.9733,-2.1483,2.1483,Effector_vs_Treg,→Treg,suppress-inflammation,7,-4.3897,1324
PTPN11,ENSG00000179295,Rest,0.6823,-0.8913,-0.7052,0.2783,-0.3357,1.5736,-0.5831,2.1478,-1.4155,2.1478,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-17.5546,7
MORF4L2,ENSG00000123562,Rest,-1.3417,0.0524,-0.2108,0.3762,-0.1847,-1.394,-0.8762,-1.9063,-2.1477,2.1477,Effector_vs_Treg,→Treg,suppress-inflammation,0,-9.1903,0
TDRD7,ENSG00000196116,Rest,0.0143,-0.3554,-0.3826,0.6349,-0.0733,0.3697,-0.8761,0.5032,-2.1474,2.1474,Effector_vs_Treg,→Treg,suppress-inflammation,0,-7.5336,0
BRAT1,ENSG00000106009,Stim8hr,-0.7821,-0.007,-0.5926,0.7122,-0.3634,-0.7751,-1.1728,-1.2084,-2.1472,2.1472,Effector_vs_Treg,→Treg,suppress-inflammation,0,-10.1158,20
PINK1,ENSG00000158828,Stim48hr,0.0949,-0.1233,-0.683,1.0429,-0.0594,0.2181,-1.28,0.2449,-2.1469,2.1469,Effector_vs_Treg,→Treg,suppress-inflammation,0,-5.3085,3
ALKBH5,ENSG00000091542,Rest,0.9821,-0.59,-0.1448,-0.0911,-0.1311,1.5721,0.1736,2.1458,0.4743,2.1458,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-25.1116,6
AMPD2,ENSG00000116337,Stim8hr,-0.5488,0.9436,-0.5039,0.3993,-0.4854,-1.4924,-0.4357,-2.1453,-0.7727,2.1453,Th1_vs_Th2,→Th2,skew-Th2,0,-14.0065,1
PEMT,ENSG00000133027,Stim8hr,-1.3764,0.1159,-0.5129,0.0758,-0.4267,-1.4923,-0.6669,-2.1452,-1.2039,2.1452,Th1_vs_Th2,→Th2,skew-Th2,0,-11.3983,0
NCAPD3,ENSG00000151503,Stim48hr,1.2159,-0.2849,-0.4736,0.5999,-0.634,1.5008,-0.4474,2.1448,-0.7033,2.1448,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-8.4203,78
CBFB,ENSG00000067955,Rest,0.4273,0.519,0.3665,1.3127,1.1936,-0.0917,-0.8751,-0.1271,-2.1448,2.1448,Effector_vs_Treg,→Treg,suppress-inflammation,7,-11.0231,876
ZBTB7A,ENSG00000178951,Stim8hr,1.4134,-0.3781,1.4899,0.6277,-0.2679,1.7916,0.2141,2.1443,0.4387,2.1443,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-6.4198,220
METTL17,ENSG00000165792,Stim8hr,-0.8287,0.6629,-0.6716,-0.2367,-0.4804,-1.4915,-0.0425,-2.1442,-0.0396,2.1442,Th1_vs_Th2,→Th2,skew-Th2,0,-17.062,4
KIF5C,ENSG00000168280,Rest,-0.3386,-0.4501,0.3388,-0.9921,-0.5497,0.1116,0.8421,0.1505,2.1441,2.1441,Effector_vs_Treg,→Effector,boost-immunity,0,-4.4832,4
MYC,ENSG00000136997,Rest,0.4392,-1.1311,-0.4399,-0.1854,-0.2054,1.5703,-0.1918,2.1434,-0.4383,2.1434,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-5.1133,38
SYPL1,ENSG00000008282,Stim8hr,0.1636,-0.6752,0.044,-1.2839,0.946,0.8388,1.128,0.8997,2.1428,2.1428,Effector_vs_Treg,→Effector,boost-immunity,0,-10.9163,4
SEC14L2,ENSG00000100003,Rest,-0.2488,-0.3538,-0.2386,-1.122,0.1019,0.105,0.8416,0.1415,2.1428,2.1428,Effector_vs_Treg,→Effector,boost-immunity,3,-4.3479,1140
EMC2,ENSG00000104412,Stim8hr,1.1731,-0.6169,0.1535,-0.5278,0.4333,1.79,0.7644,2.1422,1.4648,2.1422,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.0348,250
FAM89A,ENSG00000182118,Stim8hr,-0.947,0.542,-0.0809,0.0853,-0.8827,-1.489,-0.2473,-2.1409,-0.4215,2.1409,Th1_vs_Th2,→Th2,skew-Th2,0,-15.0743,0
FOXK1,ENSG00000164916,Rest,-1.3432,0.2225,-0.2296,-0.8987,0.3453,-1.5657,0.4486,-2.1408,1.1611,2.1408,Th1_vs_Th2,→Th2,skew-Th2,1,-9.0416,156
MAPKAP1,ENSG00000119487,Stim48hr,-0.0524,-0.3031,-0.9346,0.8464,-0.2264,0.2507,-1.2765,0.2931,-2.1408,2.1408,Effector_vs_Treg,→Treg,suppress-inflammation,3,-13.0781,264
SORL1,ENSG00000137642,Rest,0.6749,-0.8933,-0.1881,-0.7637,0.1181,1.5681,0.6282,2.1404,1.6097,2.1404,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-20.4466,3
ZDHHC4,ENSG00000136247,Stim8hr,0.3724,0.1655,-0.1633,-1.0018,0.0837,0.2069,1.1267,0.0744,2.1403,2.1403,Effector_vs_Treg,→Effector,boost-immunity,0,-7.9625,6
CLDND2,ENSG00000160318,Stim8hr,0.4621,1.1324,-0.3144,-0.6999,0.4937,-0.6703,1.1266,-1.0714,2.1402,2.1402,Effector_vs_Treg,→Effector,boost-immunity,1,-3.6943,43
PRKD2,ENSG00000105287,Rest,-1.0891,-0.0766,-0.6613,0.2636,-0.1626,-1.0125,-0.8726,-1.3851,-2.1385,2.1385,Effector_vs_Treg,→Treg,suppress-inflammation,0,-22.5337,1
SPOP,ENSG00000121067,Rest,-0.2794,0.2642,-0.0658,0.8453,0.4329,-0.5437,-0.8723,-0.7446,-2.1379,2.1379,Effector_vs_Treg,→Treg,suppress-inflammation,2,-7.9352,148
NFATC2,ENSG00000101096,Stim8hr,0.8586,0.2606,-1.0909,1.1771,-0.2306,0.5979,-1.1677,0.5851,-2.1376,2.1376,Effector_vs_Treg,→Treg,suppress-inflammation,1,-8.21,171
DR1,ENSG00000117505,Stim8hr,-0.7748,0.7109,-0.1281,-0.4108,-0.2081,-1.4857,0.3468,-2.1365,0.6862,2.1365,Th1_vs_Th2,→Th2,skew-Th2,9,-28.3516,434
SLC35A1,ENSG00000164414,Stim8hr,-0.9559,0.2366,-0.583,0.733,-0.589,-1.1925,-1.1671,-1.7536,-2.1365,2.1365,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.7372,5
EARS2,ENSG00000103356,Rest,-0.1231,-0.3654,0.2071,-0.9322,0.5683,0.2423,0.8384,0.3291,2.1348,2.1348,Effector_vs_Treg,→Effector,boost-immunity,1,-5.0815,49
